2,1,1,2,1,
2,2,0,2,2,
2,3,31,2,1,7,6,3,
2,4,14,2,1,4,
2,5,34,2,1,7,10,9,5,
2,6,20,2,1,7,6,
2,7,3,2,1,7,
2,8,48,2,1,7,10,9,5,8,
2,9,19,2,1,7,10,9,
2,10,11,2,1,7,10,
2,11,54,2,1,7,10,9,5,8,11,
